Date,State Abbreviation,State Name,Fully Vaccinated Population,Percentage of Population
3/6/2022,MT,Montana,"599,064",56.1
3/5/2022,MT,Montana,"599,045",56
3/4/2022,MT,Montana,"598,853",56
3/3/2022,MT,Montana,"598,629",56
3/2/2022,MT,Montana,"598,406",56
3/1/2022,MT,Montana,"598,218",56
2/28/2022,MT,Montana,"597,825",55.9
2/27/2022,MT,Montana,"597,820",55.9
2/26/2022,MT,Montana,"597,771",55.9
2/25/2022,MT,Montana,"597,503",55.9
2/24/2022,MT,Montana,"597,260",55.9
2/23/2022,MT,Montana,"596,834",55.8
2/22/2022,MT,Montana,"596,291",55.8
2/21/2022,MT,Montana,"596,281",55.8
2/20/2022,MT,Montana,"596,281",55.8
2/19/2022,MT,Montana,"596,255",55.8
2/18/2022,MT,Montana,"595,965",55.8
2/17/2022,MT,Montana,"595,153",55.7
2/16/2022,MT,Montana,"595,020",55.7
2/15/2022,MT,Montana,"594,691",55.6
2/14/2022,MT,Montana,"594,211",55.6
2/13/2022,MT,Montana,"594,208",55.6
2/12/2022,MT,Montana,"594,175",55.6
2/11/2022,MT,Montana,"593,846",55.6
2/10/2022,MT,Montana,"593,476",55.5
2/9/2022,MT,Montana,"593,155",55.5
2/8/2022,MT,Montana,"592,931",55.5
2/7/2022,MT,Montana,"592,407",55.4
2/6/2022,MT,Montana,"592,399",55.4
2/5/2022,MT,Montana,"592,328",55.4
2/4/2022,MT,Montana,"591,906",55.4
2/3/2022,MT,Montana,"591,611",55.4
2/2/2022,MT,Montana,"591,251",55.3
2/1/2022,MT,Montana,"590,470",55.2
1/31/2022,MT,Montana,"590,461",55.2
1/30/2022,MT,Montana,"590,450",55.2
1/29/2022,MT,Montana,"590,396",55.2
1/28/2022,MT,Montana,"590,070",55.2
1/27/2022,MT,Montana,"589,632",55.2
1/26/2022,MT,Montana,"589,321",55.1
1/25/2022,MT,Montana,"589,060",55.1
1/24/2022,MT,Montana,"587,713",55
1/23/2022,MT,Montana,"587,700",55
1/22/2022,MT,Montana,"587,637",55
1/21/2022,MT,Montana,"587,587",55
1/20/2022,MT,Montana,"587,537",55
1/19/2022,MT,Montana,"587,066",54.9
1/18/2022,MT,Montana,"583,016",54.5
1/17/2022,MT,Montana,"583,008",54.5
1/16/2022,MT,Montana,"582,998",54.5
1/15/2022,MT,Montana,"582,941",54.5
1/14/2022,MT,Montana,"582,478",54.5
1/13/2022,MT,Montana,"581,848",54.4
1/12/2022,MT,Montana,"581,428",54.4
1/11/2022,MT,Montana,"580,351",54.3
1/10/2022,MT,Montana,"580,337",54.3
1/9/2022,MT,Montana,"580,329",54.3
1/8/2022,MT,Montana,"580,266",54.3
1/7/2022,MT,Montana,"579,809",54.2
1/6/2022,MT,Montana,"579,273",54.2
1/5/2022,MT,Montana,"578,392",54.1
1/4/2022,MT,Montana,"578,347",54.1
1/3/2022,MT,Montana,"577,436",54
1/2/2022,MT,Montana,"577,429",54
1/1/2022,MT,Montana,"577,429",54
12/31/2021,MT,Montana,"577,404",54
12/30/2021,MT,Montana,"577,327",54
12/29/2021,MT,Montana,"576,744",54
12/28/2021,MT,Montana,"576,223",53.9
12/27/2021,MT,Montana,"575,652",53.9
12/26/2021,MT,Montana,"575,641",53.9
12/25/2021,MT,Montana,"575,639",53.9
12/24/2021,MT,Montana,"575,618",53.9
12/23/2021,MT,Montana,"574,901",53.8
12/22/2021,MT,Montana,"574,198",53.7
12/21/2021,MT,Montana,"573,718",53.7
12/20/2021,MT,Montana,"572,786",53.6
12/19/2021,MT,Montana,"572,769",53.6
12/18/2021,MT,Montana,"572,679",53.6
12/17/2021,MT,Montana,"572,007",53.5
12/16/2021,MT,Montana,"571,166",53.4
12/15/2021,MT,Montana,"567,395",53.1
12/14/2021,MT,Montana,"566,720",53
12/13/2021,MT,Montana,"565,258",52.9
12/12/2021,MT,Montana,"565,250",52.9
12/11/2021,MT,Montana,"565,170",52.9
12/10/2021,MT,Montana,"564,344",52.8
12/9/2021,MT,Montana,"562,817",52.7
12/8/2021,MT,Montana,"561,672",52.6
12/7/2021,MT,Montana,"560,890",52.5
12/6/2021,MT,Montana,"558,421",52.2
12/5/2021,MT,Montana,"558,390",52.2
12/4/2021,MT,Montana,"558,228",52.2
12/3/2021,MT,Montana,"557,003",52.1
12/2/2021,MT,Montana,"555,986",52
12/1/2021,MT,Montana,"554,841",51.9
11/30/2021,MT,Montana,"554,307",51.9
11/29/2021,MT,Montana,"553,881",51.8
11/28/2021,MT,Montana,"552,782",51.7
11/27/2021,MT,Montana,"552,782",51.7
11/26/2021,MT,Montana,"552,782",51.7
11/25/2021,MT,Montana,"552,782",51.7
11/24/2021,MT,Montana,"552,782",51.7
11/23/2021,MT,Montana,"552,265",51.7
11/22/2021,MT,Montana,"551,403",51.6
11/21/2021,MT,Montana,"551,392",51.6
11/20/2021,MT,Montana,"551,277",51.6
11/19/2021,MT,Montana,"550,693",51.5
11/18/2021,MT,Montana,"549,955",51.5
11/17/2021,MT,Montana,"549,379",51.4
11/16/2021,MT,Montana,"548,911",51.4
11/15/2021,MT,Montana,"547,099",51.2
11/14/2021,MT,Montana,"547,077",51.2
11/13/2021,MT,Montana,"546,980",51.2
11/12/2021,MT,Montana,"545,936",51.1
11/11/2021,MT,Montana,"545,790",51.1
11/10/2021,MT,Montana,"545,112",51
11/9/2021,MT,Montana,"544,622",51
11/8/2021,MT,Montana,"543,519",50.9
11/7/2021,MT,Montana,"543,478",50.9
11/6/2021,MT,Montana,"543,376",50.8
11/5/2021,MT,Montana,"542,662",50.8
11/4/2021,MT,Montana,"541,907",50.7
11/3/2021,MT,Montana,"541,283",50.6
11/2/2021,MT,Montana,"540,802",50.6
11/1/2021,MT,Montana,"539,616",50.5
10/31/2021,MT,Montana,"539,588",50.5
10/30/2021,MT,Montana,"539,511",50.5
10/29/2021,MT,Montana,"538,637",50.4
10/28/2021,MT,Montana,"537,870",50.3
10/27/2021,MT,Montana,"537,038",50.2
10/26/2021,MT,Montana,"536,415",50.2
10/25/2021,MT,Montana,"534,432",50
10/24/2021,MT,Montana,"534,426",50
10/23/2021,MT,Montana,"533,674",49.9
10/22/2021,MT,Montana,"533,602",49.9
10/21/2021,MT,Montana,"533,157",49.9
10/20/2021,MT,Montana,"532,435",49.8
10/19/2021,MT,Montana,"531,838",49.8
10/18/2021,MT,Montana,"530,661",49.7
10/17/2021,MT,Montana,"530,645",49.6
10/16/2021,MT,Montana,"530,551",49.6
10/15/2021,MT,Montana,"528,247",49.4
10/14/2021,MT,Montana,"527,416",49.3
10/13/2021,MT,Montana,"526,505",49.3
10/12/2021,MT,Montana,"524,873",49.1
10/11/2021,MT,Montana,"524,854",49.1
10/10/2021,MT,Montana,"524,849",49.1
10/9/2021,MT,Montana,"524,741",49.1
10/8/2021,MT,Montana,"523,509",49
10/7/2021,MT,Montana,"522,500",48.9
10/6/2021,MT,Montana,"521,926",48.8
10/5/2021,MT,Montana,"521,457",48.8
10/4/2021,MT,Montana,"521,198",48.8
10/3/2021,MT,Montana,"519,931",48.6
10/2/2021,MT,Montana,"519,834",48.6
10/1/2021,MT,Montana,"518,514",48.5
9/30/2021,MT,Montana,"518,303",48.5
9/29/2021,MT,Montana,"517,527",48.4
9/28/2021,MT,Montana,"516,653",48.3
9/27/2021,MT,Montana,"515,633",48.2
9/26/2021,MT,Montana,"515,620",48.2
9/25/2021,MT,Montana,"515,454",48.2
9/24/2021,MT,Montana,"514,552",48.1
9/23/2021,MT,Montana,"513,727",48.1
9/22/2021,MT,Montana,"512,891",48
9/21/2021,MT,Montana,"511,994",47.9
9/20/2021,MT,Montana,"510,303",47.7
9/19/2021,MT,Montana,"510,284",47.7
9/18/2021,MT,Montana,"510,198",47.7
9/17/2021,MT,Montana,"509,071",47.6
9/16/2021,MT,Montana,"508,129",47.5
9/15/2021,MT,Montana,"505,568",47.3
9/14/2021,MT,Montana,"504,921",47.2
9/13/2021,MT,Montana,"503,064",47.1
9/12/2021,MT,Montana,"503,045",47.1
9/11/2021,MT,Montana,"502,952",47.1
9/10/2021,MT,Montana,"501,974",47
9/9/2021,MT,Montana,"500,796",46.9
9/8/2021,MT,Montana,"500,041",46.8
9/7/2021,MT,Montana,"495,465",46.4
9/6/2021,MT,Montana,"495,454",46.4
9/5/2021,MT,Montana,"495,444",46.4
9/4/2021,MT,Montana,"495,375",46.3
9/3/2021,MT,Montana,"493,474",46.2
9/2/2021,MT,Montana,"493,329",46.2
9/1/2021,MT,Montana,"491,722",46
8/31/2021,MT,Montana,"491,634",46
8/30/2021,MT,Montana,"490,627",45.9
8/29/2021,MT,Montana,"490,608",45.9
8/28/2021,MT,Montana,"490,479",45.9
8/27/2021,MT,Montana,"489,605",45.8
8/26/2021,MT,Montana,"488,605",45.7
8/25/2021,MT,Montana,"487,688",45.6
8/24/2021,MT,Montana,"486,931",45.6
8/23/2021,MT,Montana,"485,502",45.4
8/22/2021,MT,Montana,"485,469",45.4
8/21/2021,MT,Montana,"485,391",45.4
8/20/2021,MT,Montana,"484,533",45.3
8/19/2021,MT,Montana,"482,740",45.2
8/18/2021,MT,Montana,"482,673",45.2
8/17/2021,MT,Montana,"480,817",45
8/16/2021,MT,Montana,"480,735",45
8/15/2021,MT,Montana,"480,710",45
8/14/2021,MT,Montana,"480,608",45
8/13/2021,MT,Montana,"479,836",44.9
8/12/2021,MT,Montana,"479,129",44.8
8/11/2021,MT,Montana,"478,472",44.8
8/10/2021,MT,Montana,"477,935",44.7
8/9/2021,MT,Montana,"477,520",44.7
8/8/2021,MT,Montana,"477,513",44.7
8/7/2021,MT,Montana,"476,946",44.6
8/6/2021,MT,Montana,"475,689",44.5
8/5/2021,MT,Montana,"475,619",44.5
8/4/2021,MT,Montana,"475,041",44.4
8/3/2021,MT,Montana,"474,642",44.4
8/2/2021,MT,Montana,"474,276",44.4
8/1/2021,MT,Montana,"474,264",44.4
7/31/2021,MT,Montana,"473,831",44.3
7/30/2021,MT,Montana,"473,160",44.3
7/29/2021,MT,Montana,"471,765",44.1
7/28/2021,MT,Montana,"471,717",44.1
7/27/2021,MT,Montana,"471,678",44.1
7/26/2021,MT,Montana,"471,669",44.1
7/25/2021,MT,Montana,"470,972",44.1
7/24/2021,MT,Montana,"470,913",44.1
7/23/2021,MT,Montana,"470,351",44
7/22/2021,MT,Montana,"469,711",43.9
7/21/2021,MT,Montana,"469,177",43.9
7/20/2021,MT,Montana,"468,821",43.9
7/19/2021,MT,Montana,"468,723",43.9
7/18/2021,MT,Montana,"468,462",43.8
7/17/2021,MT,Montana,"467,907",43.8
7/16/2021,MT,Montana,"467,215",43.7
7/15/2021,MT,Montana,"466,509",43.6
7/14/2021,MT,Montana,"465,950",43.6
7/13/2021,MT,Montana,"465,453",43.6
7/12/2021,MT,Montana,"465,017",43.5
7/11/2021,MT,Montana,"465,006",43.5
7/10/2021,MT,Montana,"464,357",43.4
7/9/2021,MT,Montana,"463,611",43.4
7/8/2021,MT,Montana,"462,873",43.3
7/7/2021,MT,Montana,"461,941",43.2
7/6/2021,MT,Montana,"461,776",43.2
7/5/2021,MT,Montana,"461,699",43.2
7/4/2021,MT,Montana,"461,417",43.2
7/3/2021,MT,Montana,"460,878",43.1
7/2/2021,MT,Montana,"460,119",43.1
7/1/2021,MT,Montana,"458,881",42.9
6/30/2021,MT,Montana,"458,067",42.9
6/29/2021,MT,Montana,"451,693",42.3
6/28/2021,MT,Montana,"451,542",42.2
6/27/2021,MT,Montana,"450,620",42.2
6/26/2021,MT,Montana,"448,871",42
6/25/2021,MT,Montana,"447,293",41.9
6/24/2021,MT,Montana,"446,426",41.8
6/23/2021,MT,Montana,"445,542",41.7
6/22/2021,MT,Montana,"445,020",41.6
6/21/2021,MT,Montana,"444,781",41.6
6/20/2021,MT,Montana,"444,216",41.6
6/19/2021,MT,Montana,"443,323",41.5
6/18/2021,MT,Montana,"442,031",41.4
6/17/2021,MT,Montana,"440,697",41.2
6/16/2021,MT,Montana,"436,046",40.8
6/15/2021,MT,Montana,"436,028",40.8
6/14/2021,MT,Montana,"433,395",40.6
6/13/2021,MT,Montana,"433,238",40.5
6/12/2021,MT,Montana,"431,854",40.4
6/11/2021,MT,Montana,"429,662",40.2
6/10/2021,MT,Montana,"429,634",40.2
6/9/2021,MT,Montana,"427,440",40
6/8/2021,MT,Montana,"426,212",39.9
6/7/2021,MT,Montana,"416,418",39
6/6/2021,MT,Montana,"416,297",39
6/5/2021,MT,Montana,"410,394",38.4
6/4/2021,MT,Montana,"410,207",38.4
6/3/2021,MT,Montana,"410,052",38.4
6/2/2021,MT,Montana,"409,938",38.4
6/1/2021,MT,Montana,"409,758",38.3
5/31/2021,MT,Montana,"409,140",38.3
5/30/2021,MT,Montana,"409,117",38.3
5/29/2021,MT,Montana,"407,866",38.2
5/28/2021,MT,Montana,"406,438",38
5/27/2021,MT,Montana,"404,573",37.9
5/26/2021,MT,Montana,"402,458",37.7
5/25/2021,MT,Montana,"401,149",37.5
5/24/2021,MT,Montana,"400,822",37.5
5/23/2021,MT,Montana,"398,098",37.2
5/22/2021,MT,Montana,"397,967",37.2
5/21/2021,MT,Montana,"395,494",37
5/20/2021,MT,Montana,"392,683",36.7
5/19/2021,MT,Montana,"390,654",36.6
5/18/2021,MT,Montana,"389,396",36.4
5/17/2021,MT,Montana,"388,079",36.3
5/16/2021,MT,Montana,"388,059",36.3
5/15/2021,MT,Montana,"385,055",36
5/14/2021,MT,Montana,"381,326",35.7
5/13/2021,MT,Montana,"378,056",35.4
5/12/2021,MT,Montana,"374,928",35.1
5/11/2021,MT,Montana,"373,165",34.9
5/10/2021,MT,Montana,"372,268",34.8
5/9/2021,MT,Montana,"370,722",34.7
5/8/2021,MT,Montana,"366,652",34.3
5/7/2021,MT,Montana,"362,861",34
5/6/2021,MT,Montana,"359,511",33.6
5/5/2021,MT,Montana,"355,672",33.3
5/4/2021,MT,Montana,"353,547",33.1
5/3/2021,MT,Montana,"352,927",33
5/2/2021,MT,Montana,"351,930",32.9
5/1/2021,MT,Montana,"347,472",32.5
4/30/2021,MT,Montana,"342,212",32
4/29/2021,MT,Montana,"337,360",31.6
4/28/2021,MT,Montana,"331,209",31
4/27/2021,MT,Montana,"327,287",30.6
4/26/2021,MT,Montana,"326,467",30.5
4/25/2021,MT,Montana,"324,791",30.4
4/24/2021,MT,Montana,"318,985",29.8
4/23/2021,MT,Montana,"311,968",29.2
4/22/2021,MT,Montana,"307,002",28.7
4/21/2021,MT,Montana,"303,100",28.4
4/20/2021,MT,Montana,"300,344",28.1
4/19/2021,MT,Montana,"298,912",28
4/18/2021,MT,Montana,"291,091",27.2
4/17/2021,MT,Montana,"290,611",27.2
4/16/2021,MT,Montana,"282,968",26.5
4/15/2021,MT,Montana,"277,211",25.9
4/14/2021,MT,Montana,"269,683",25.2
4/13/2021,MT,Montana,"268,087",25.1
4/12/2021,MT,Montana,"266,185",24.9
4/11/2021,MT,Montana,"263,816",24.7
4/10/2021,MT,Montana,"255,330",23.9
4/9/2021,MT,Montana,"247,965",23.2
4/8/2021,MT,Montana,"240,928",22.5
4/7/2021,MT,Montana,"235,674",22.1
4/6/2021,MT,Montana,"231,361",21.6
4/5/2021,MT,Montana,"231,002",21.6
4/4/2021,MT,Montana,"228,905",21.4
4/3/2021,MT,Montana,"222,127",20.8
4/2/2021,MT,Montana,"215,389",20.2
4/1/2021,MT,Montana,"210,392",19.7
3/31/2021,MT,Montana,"205,138",19.2
3/30/2021,MT,Montana,"195,804",18.3
3/29/2021,MT,Montana,"194,738",18.2
3/28/2021,MT,Montana,"192,701",18
3/27/2021,MT,Montana,"186,055",17.4
3/26/2021,MT,Montana,"180,886",16.9
3/25/2021,MT,Montana,"175,996",16.5
3/24/2021,MT,Montana,"172,922",16.2
3/23/2021,MT,Montana,"170,551",16
3/22/2021,MT,Montana,"170,526",16
3/21/2021,MT,Montana,"168,240",15.7
3/20/2021,MT,Montana,"164,540",15.4
3/19/2021,MT,Montana,"160,293",15
3/18/2021,MT,Montana,"156,863",14.7
3/17/2021,MT,Montana,"154,190",14.4
3/16/2021,MT,Montana,"152,426",14.3
3/15/2021,MT,Montana,"150,873",14.1
3/14/2021,MT,Montana,"148,811",13.9
3/13/2021,MT,Montana,"143,387",13.4
3/12/2021,MT,Montana,"136,470",12.8
3/11/2021,MT,Montana,"131,017",12.3
3/10/2021,MT,Montana,"126,093",11.8
3/9/2021,MT,Montana,"123,617",11.6
3/8/2021,MT,Montana,"122,866",11.5
3/7/2021,MT,Montana,"120,104",11.2
3/6/2021,MT,Montana,"113,546",10.6
3/5/2021,MT,Montana,"107,265",10
3/4/2021,MT,Montana,0,0
3/3/2021,MT,Montana,0,0
3/2/2021,MT,Montana,0,0
3/1/2021,MT,Montana,0,0
2/28/2021,MT,Montana,0,0
2/27/2021,MT,Montana,0,0
2/26/2021,MT,Montana,0,0
2/25/2021,MT,Montana,0,0
2/24/2021,MT,Montana,0,0
2/23/2021,MT,Montana,0,0
2/22/2021,MT,Montana,0,0
2/21/2021,MT,Montana,0,0
2/20/2021,MT,Montana,0,0
2/19/2021,MT,Montana,0,0
2/18/2021,MT,Montana,0,0
2/17/2021,MT,Montana,0,0
2/16/2021,MT,Montana,0,0
2/15/2021,MT,Montana,0,0
2/14/2021,MT,Montana,0,0
2/13/2021,MT,Montana,0,0
2/12/2021,MT,Montana,0,0
2/11/2021,MT,Montana,0,0
2/10/2021,MT,Montana,0,0
2/9/2021,MT,Montana,0,0
2/8/2021,MT,Montana,0,0
2/7/2021,MT,Montana,0,0
2/6/2021,MT,Montana,0,0
2/5/2021,MT,Montana,0,0
2/4/2021,MT,Montana,0,0
2/3/2021,MT,Montana,0,0
2/2/2021,MT,Montana,0,0
2/1/2021,MT,Montana,0,0
1/31/2021,MT,Montana,0,0
1/30/2021,MT,Montana,0,0
1/29/2021,MT,Montana,0,0
1/28/2021,MT,Montana,0,0
1/27/2021,MT,Montana,0,0
1/26/2021,MT,Montana,0,0
1/25/2021,MT,Montana,0,0
1/24/2021,MT,Montana,0,0
1/23/2021,MT,Montana,0,0
1/22/2021,MT,Montana,0,0
1/21/2021,MT,Montana,0,0
1/20/2021,MT,Montana,0,0
1/19/2021,MT,Montana,0,0
1/18/2021,MT,Montana,0,0
1/17/2021,MT,Montana,0,0
1/16/2021,MT,Montana,0,0
1/15/2021,MT,Montana,0,0
1/14/2021,MT,Montana,0,0
1/13/2021,MT,Montana,0,0
1/12/2021,MT,Montana,0,0
1/11/2021,MT,Montana,0,0
1/10/2021,MT,Montana,0,0
1/9/2021,MT,Montana,0,0
1/8/2021,MT,Montana,0,0
1/7/2021,MT,Montana,0,0
1/6/2021,MT,Montana,0,0
1/5/2021,MT,Montana,0,0
1/4/2021,MT,Montana,0,0
1/3/2021,MT,Montana,0,0
1/2/2021,MT,Montana,0,0
1/1/2021,MT,Montana,0,0
12/31/2020,MT,Montana,0,0
12/30/2020,MT,Montana,0,0
12/29/2020,MT,Montana,0,0
12/28/2020,MT,Montana,0,0
12/27/2020,MT,Montana,0,0
12/26/2020,MT,Montana,0,0
12/25/2020,MT,Montana,0,0
12/24/2020,MT,Montana,0,0
12/23/2020,MT,Montana,0,0
12/22/2020,MT,Montana,0,0
12/21/2020,MT,Montana,0,0
12/20/2020,MT,Montana,0,0
12/19/2020,MT,Montana,0,0
12/18/2020,MT,Montana,0,0
12/17/2020,MT,Montana,0,0
12/16/2020,MT,Montana,0,0
12/15/2020,MT,Montana,0,0
12/14/2020,MT,Montana,0,0
4/20/2022,NC,North Carolina,"6,369,923",60.7
4/19/2022,NC,North Carolina,"6,363,880",60.7
4/18/2022,NC,North Carolina,"6,360,120",60.6
4/17/2022,NC,North Carolina,"6,358,237",60.6
4/16/2022,NC,North Carolina,"6,355,047",60.6
4/15/2022,NC,North Carolina,"6,350,479",60.5
4/14/2022,NC,North Carolina,"6,345,927",60.5
4/13/2022,NC,North Carolina,"6,341,547",60.5
4/12/2022,NC,North Carolina,"6,336,807",60.4
4/11/2022,NC,North Carolina,"6,330,357",60.4
4/10/2022,NC,North Carolina,"6,327,396",60.3
4/9/2022,NC,North Carolina,"6,323,088",60.3
4/8/2022,NC,North Carolina,"6,317,964",60.2
4/7/2022,NC,North Carolina,"6,312,294",60.2
4/6/2022,NC,North Carolina,"6,308,986",60.2
4/5/2022,NC,North Carolina,"6,304,525",60.1
4/4/2022,NC,North Carolina,"6,299,147",60.1
4/3/2022,NC,North Carolina,"6,295,797",60
4/2/2022,NC,North Carolina,"6,289,986",60
4/1/2022,NC,North Carolina,"6,285,143",59.9
3/31/2022,NC,North Carolina,"6,281,123",59.9
3/30/2022,NC,North Carolina,"6,278,473",59.9
3/29/2022,NC,North Carolina,"6,277,054",59.8
3/28/2022,NC,North Carolina,"6,275,987",59.8
3/27/2022,NC,North Carolina,"6,274,682",59.8
3/26/2022,NC,North Carolina,"6,273,217",59.8
3/25/2022,NC,North Carolina,"6,271,367",59.8
3/24/2022,NC,North Carolina,"6,270,013",59.8
3/23/2022,NC,North Carolina,"6,268,752",59.8
3/22/2022,NC,North Carolina,"6,267,582",59.8
3/21/2022,NC,North Carolina,"6,265,955",59.7
3/20/2022,NC,North Carolina,"6,264,916",59.7
3/19/2022,NC,North Carolina,"6,264,197",59.7
3/18/2022,NC,North Carolina,"6,262,277",59.7
3/17/2022,NC,North Carolina,"6,260,694",59.7
3/16/2022,NC,North Carolina,"6,258,995",59.7
3/15/2022,NC,North Carolina,"6,256,906",59.7
3/14/2022,NC,North Carolina,"6,255,737",59.6
3/13/2022,NC,North Carolina,"6,254,267",59.6
3/12/2022,NC,North Carolina,"6,251,214",59.6
3/11/2022,NC,North Carolina,"6,248,378",59.6
3/10/2022,NC,North Carolina,"6,246,270",59.6
3/9/2022,NC,North Carolina,"6,243,422",59.5
3/8/2022,NC,North Carolina,"6,241,557",59.5
3/7/2022,NC,North Carolina,"6,240,753",59.5
3/6/2022,NC,North Carolina,"6,239,130",59.5
3/5/2022,NC,North Carolina,"6,236,550",59.5
3/4/2022,NC,North Carolina,"6,233,692",59.4
3/3/2022,NC,North Carolina,"6,231,369",59.4
3/2/2022,NC,North Carolina,"6,229,309",59.4
3/1/2022,NC,North Carolina,"6,226,604",59.4
2/28/2022,NC,North Carolina,"6,225,141",59.4
2/27/2022,NC,North Carolina,"6,223,443",59.3
2/26/2022,NC,North Carolina,"6,220,430",59.3
2/25/2022,NC,North Carolina,"6,217,448",59.3
2/24/2022,NC,North Carolina,"6,214,836",59.3
2/23/2022,NC,North Carolina,"6,212,232",59.2
2/22/2022,NC,North Carolina,"6,209,289",59.2
2/21/2022,NC,North Carolina,"6,207,773",59.2
2/20/2022,NC,North Carolina,"6,205,868",59.2
2/19/2022,NC,North Carolina,"6,201,249",59.1
2/18/2022,NC,North Carolina,"6,198,087",59.1
2/17/2022,NC,North Carolina,"6,195,236",59.1
2/16/2022,NC,North Carolina,"6,189,243",59
2/15/2022,NC,North Carolina,"6,186,903",59
2/14/2022,NC,North Carolina,"6,184,644",59
2/13/2022,NC,North Carolina,"6,182,327",58.9
2/12/2022,NC,North Carolina,"6,177,903",58.9
2/11/2022,NC,North Carolina,"6,174,810",58.9
2/10/2022,NC,North Carolina,"6,171,328",58.8
2/9/2022,NC,North Carolina,"6,167,146",58.8
2/8/2022,NC,North Carolina,"6,164,119",58.8
2/7/2022,NC,North Carolina,"6,160,241",58.7
2/6/2022,NC,North Carolina,"6,157,444",58.7
2/5/2022,NC,North Carolina,"6,152,421",58.7
2/4/2022,NC,North Carolina,"6,147,064",58.6
2/3/2022,NC,North Carolina,"6,142,826",58.6
2/2/2022,NC,North Carolina,"6,135,662",58.5
2/1/2022,NC,North Carolina,"6,131,190",58.5
1/31/2022,NC,North Carolina,"6,127,909",58.4
1/30/2022,NC,North Carolina,"6,124,645",58.4
1/29/2022,NC,North Carolina,"6,119,808",58.4
1/28/2022,NC,North Carolina,"6,115,285",58.3
1/27/2022,NC,North Carolina,"6,110,114",58.3
1/26/2022,NC,North Carolina,"6,104,871",58.2
1/25/2022,NC,North Carolina,"6,099,531",58.2
1/24/2022,NC,North Carolina,"6,096,735",58.1
1/23/2022,NC,North Carolina,"6,093,829",58.1
1/22/2022,NC,North Carolina,"6,089,251",58.1
1/21/2022,NC,North Carolina,"6,084,054",58
1/20/2022,NC,North Carolina,"6,079,388",58
1/19/2022,NC,North Carolina,"6,073,878",57.9
1/18/2022,NC,North Carolina,"6,036,787",57.6
1/17/2022,NC,North Carolina,"6,034,640",57.5
1/16/2022,NC,North Carolina,"6,032,911",57.5
1/15/2022,NC,North Carolina,"6,029,264",57.5
1/14/2022,NC,North Carolina,"6,024,798",57.4
1/13/2022,NC,North Carolina,"6,020,048",57.4
1/12/2022,NC,North Carolina,"6,012,925",57.3
1/11/2022,NC,North Carolina,"6,008,742",57.3
1/10/2022,NC,North Carolina,"6,005,415",57.3
1/9/2022,NC,North Carolina,"6,002,012",57.2
1/8/2022,NC,North Carolina,"5,995,979",57.2
1/7/2022,NC,North Carolina,"5,990,741",57.1
1/6/2022,NC,North Carolina,"5,981,568",57
1/5/2022,NC,North Carolina,"5,976,587",57
1/4/2022,NC,North Carolina,"5,972,395",56.9
1/3/2022,NC,North Carolina,"5,970,213",56.9
1/2/2022,NC,North Carolina,"5,965,690",56.9
1/1/2022,NC,North Carolina,"5,965,690",56.9
12/31/2021,NC,North Carolina,"5,960,280",56.8
12/30/2021,NC,North Carolina,"5,951,239",56.7
12/29/2021,NC,North Carolina,"5,945,164",56.7
12/28/2021,NC,North Carolina,"5,940,975",56.6
12/27/2021,NC,North Carolina,"5,937,748",56.6
12/26/2021,NC,North Carolina,"5,935,498",56.6
12/25/2021,NC,North Carolina,"5,932,040",56.6
12/24/2021,NC,North Carolina,"5,926,655",56.5
12/23/2021,NC,North Carolina,"5,917,873",56.4
12/22/2021,NC,North Carolina,"5,907,638",56.3
12/21/2021,NC,North Carolina,"5,896,589",56.2
12/20/2021,NC,North Carolina,"5,892,321",56.2
12/19/2021,NC,North Carolina,"5,886,841",56.1
12/18/2021,NC,North Carolina,"5,878,757",56.1
12/17/2021,NC,North Carolina,"5,870,080",56
12/16/2021,NC,North Carolina,"5,862,248",55.9
12/15/2021,NC,North Carolina,"5,838,580",55.7
12/14/2021,NC,North Carolina,"5,830,582",55.6
12/13/2021,NC,North Carolina,"5,822,505",55.5
12/12/2021,NC,North Carolina,"5,820,480",55.5
12/11/2021,NC,North Carolina,"5,817,648",55.5
12/10/2021,NC,North Carolina,"5,801,466",55.3
12/9/2021,NC,North Carolina,"5,790,532",55.2
12/8/2021,NC,North Carolina,"5,778,538",55.1
12/7/2021,NC,North Carolina,"5,769,190",55
12/6/2021,NC,North Carolina,"5,741,447",54.7
12/5/2021,NC,North Carolina,"5,738,441",54.7
12/4/2021,NC,North Carolina,"5,734,605",54.7
12/3/2021,NC,North Carolina,"5,717,126",54.5
12/2/2021,NC,North Carolina,"5,705,077",54.4
12/1/2021,NC,North Carolina,"5,694,294",54.3
11/30/2021,NC,North Carolina,"5,686,074",54.2
11/29/2021,NC,North Carolina,"5,670,789",54.1
11/28/2021,NC,North Carolina,"5,660,326",54
11/27/2021,NC,North Carolina,"5,660,326",54
11/26/2021,NC,North Carolina,"5,660,326",54
11/25/2021,NC,North Carolina,"5,660,326",54
11/24/2021,NC,North Carolina,"5,660,326",54
11/23/2021,NC,North Carolina,"5,645,069",53.8
11/22/2021,NC,North Carolina,"5,643,509",53.8
11/21/2021,NC,North Carolina,"5,642,296",53.8
11/20/2021,NC,North Carolina,"5,640,315",53.8
11/19/2021,NC,North Carolina,"5,635,146",53.7
11/18/2021,NC,North Carolina,"5,630,586",53.7
11/17/2021,NC,North Carolina,"5,626,137",53.6
